id,cod_dep,departamento,cod_mun,municipio,centro_salud,puesto_de_salud,hospital_basico,hospital_general,instituto_especializado,total_establecimientos_de_salud
97,2,LA PAZ,21304,CALAMARCA,1,3,,,,4
98,2,LA PAZ,21305,PATACAMAYA,,3,1,,,4
99,2,LA PAZ,21306,COLQUENCHA,1,3,,,,4
100,2,LA PAZ,21307,COLLANA,1,,,,,1
101,2,LA PAZ,21401,COROICO,1,4,1,,,6
102,2,LA PAZ,21402,CORIPATA,2,3,1,,,6
103,2,LA PAZ,21501,IXIAMAS,3,3,,,,6
104,2,LA PAZ,21502,SAN BUENA VENTURA,2,3,,,,5
105,2,LA PAZ,21601,GRAL. J.J. PEREZ  (CHARAZANI),3,4,,,,7
106,2,LA PAZ,21602,CURVA,1,1,,,,2
107,2,LA PAZ,21701,COPACABANA,,2,1,,,3
108,2,LA PAZ,21702,SAN PEDRO DE TIQUINA,1,3,,,,4
109,2,LA PAZ,21703,TITO YUPANQUI (PARQUIPUJIO),1,1,,,,2
110,2,LA PAZ,21801,SAN PEDRO DE CURAHUARA,2,1,,,,3
111,2,LA PAZ,21802,PAPEL PAMPA,2,1,,,,3
112,2,LA PAZ,21803,CHACARILLA,,1,,,,1
113,2,LA PAZ,21901,SANTIAGO DE MACHACA,1,1,,,,2
114,2,LA PAZ,21902,CATACORA,1,,,,,1
115,2,LA PAZ,22001,CARANAVI,4,15,1,,,20
116,2,LA PAZ,22002,ALTO BENI,,,,,,0
117,3,COCAHBAMBA,30101,COCHABAMBA,90,,27,14,4,135
118,3,COCAHBAMBA,30201,AIQUILE,1,5,2,,,8
119,3,COCAHBAMBA,30202,PASORAPA,1,3,,,,4
120,3,COCAHBAMBA,30203,OMEREQUE,2,2,,,,4
121,3,COCAHBAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),4,16,1,,,21
122,3,COCAHBAMBA,30302,MOROCHATA,4,12,,,,16
123,3,COCAHBAMBA,30303,COCAPATA,,,,,,0
124,3,COCAHBAMBA,30401,TARATA,1,3,,,,4
125,3,COCAHBAMBA,30402,ANZALDO,3,7,,,,10
126,3,COCAHBAMBA,30403,ARBIETO,1,4,,,,5
127,3,COCAHBAMBA,30404,SACABAMBA,1,4,,,,5
128,3,COCAHBAMBA,30501,ARANI,1,4,,,,5
129,3,COCAHBAMBA,30502,VACAS,4,3,,,,7
130,3,COCAHBAMBA,30601,ARQUE,2,5,,,,7
131,3,COCAHBAMBA,30602,TACOPAYA,2,5,,,,7
132,3,COCAHBAMBA,30701,CAPINOTA,7,,1,,,8
133,3,COCAHBAMBA,30702,SANTIVAÑES,2,5,,,,7
134,3,COCAHBAMBA,30703,SICAYA,1,1,,,,2
135,3,COCAHBAMBA,30801,CLIZA,2,2,,,,4
136,3,COCAHBAMBA,30802,TOCO,2,2,,,,4
137,3,COCAHBAMBA,30803,TOLATA,1,1,,,,2
138,3,COCAHBAMBA,30901,QUILLACOLLO,11,,1,,,12
139,3,COCAHBAMBA,30902,SIPE SIPE,6,,1,,,7
140,3,COCAHBAMBA,30903,TIQUIPAYA,5,,1,,,6
141,3,COCAHBAMBA,30904,VINTO,,,1,,,1
142,3,COCAHBAMBA,30905,COLCAPIRHUA,5,,1,,,6
143,3,COCAHBAMBA,31001,SACABA,18,4,1,,,23
144,3,COCAHBAMBA,31002,COLOMI,5,4,,,,9
145,3,COCAHBAMBA,31003,VILLA TUNARI,9,16,1,,,26
146,3,COCAHBAMBA,31101,TAPACARI,7,10,,,,17
147,3,COCAHBAMBA,31201,TOTORA(CBBA),3,3,1,,,7
148,3,COCAHBAMBA,31202,POJO (CBBA),3,4,,,,7
149,3,COCAHBAMBA,31203,POCONA,5,6,,,,11
150,3,COCAHBAMBA,31204,CHIMORE,1,7,,,,8
151,3,COCAHBAMBA,31205,PUERTO VILLARROEL,5,13,1,,,19
152,3,COCAHBAMBA,31206,ENTRE RIOS CBBA,3,5,,,,8
153,3,COCAHBAMBA,31301,MIZQUE,3,10,1,,,14
154,3,COCAHBAMBA,31302,VILA VILA,1,3,,,,4
155,3,COCAHBAMBA,31303,ALALAY,1,3,,,,4
156,3,COCAHBAMBA,31401,PUNATA,7,2,1,,,10
157,3,COCAHBAMBA,31402,VILLA RIVERO,1,2,,,,3
158,3,COCAHBAMBA,31403,SAN BENITO,1,4,,,,5
159,3,COCAHBAMBA,31404,TACACHI,,1,,,,1
160,3,COCAHBAMBA,31405,CUCHUMUELA (V. G. VILLARROEL),1,1,,,,2
161,3,COCAHBAMBA,31501,BOLIVAR,2,3,,,,5
162,3,COCAHBAMBA,31601,TIRAQUE (CBBA),3,12,1,,,16
163,3,COCAHBAMBA,31602,SHINAOTA,,,,,,0
164,4,ORURO,40101,ORURO,33,4,7,3,,47
165,4,ORURO,40102,CARACOLLO,3,4,,,,7
166,4,ORURO,40103,EL CHORO,1,4,,,,5
167,4,ORURO,40104,SORACACHI,4,4,,,,8
168,4,ORURO,40201,CHALLAPATA,3,8,1,,,12
169,4,ORURO,40202,SANTUARIO DE QUILLACAS,2,,,,,2
170,4,ORURO,40301,CORQUE,1,11,,,,12
171,4,ORURO,40302,CHOQUE COTA,,1,,,,1
172,4,ORURO,40401,CURAHUARA DE CARANGAS,1,3,,,,4
173,4,ORURO,40402,TURCO,2,4,,,,6
174,4,ORURO,40501,HUACHACALLA,1,,,,,1
175,4,ORURO,40502,ESCARA,,1,,,,1
176,4,ORURO,40503,CRUZ DE MACHACAMARCA,,,,,,0
177,4,ORURO,40504,YUNGUYO DE LITORAL,,,,,,0
178,4,ORURO,40505,ESMERALDA,,1,,,,1
179,4,ORURO,40601,POOPO,3,2,,,,5
180,4,ORURO,40602,PAZÑA,3,2,,,,5
181,4,ORURO,40603,ANTEQUERA,1,2,,,,3
182,4,ORURO,40701,HUANUNI,2,6,1,,,9
183,4,ORURO,40702,MACHACAMARCA,2,,,,,2
184,4,ORURO,40801,SALINAS DE GARCI MENDOZA,2,5,,,,7
185,4,ORURO,40802,PAMPA AULLAGAS,1,2,,,,3
186,4,ORURO,40901,SABAYA,1,5,,,,6
187,4,ORURO,40902,COIPASA,,1,,,,1
188,4,ORURO,40903,CHIPAYA,1,1,,,,2
189,4,ORURO,41001,TOLEDO,2,5,,,,7
190,4,ORURO,41101,EUCALIPTUS,1,2,,,,3
191,4,ORURO,41201,ANDAMARCA,3,3,,,,6
192,4,ORURO,41202,BELEN DE ANDAMARCA,1,2,,,,3
193,4,ORURO,41301,TOTORA(ORR),1,7,,,,8
194,4,ORURO,41401,SANTIAGO DE HUARI,3,4,,,,7
195,4,ORURO,41501,LA RIVERA,,1,,,,1
196,4,ORURO,41502,TODOS SANTOS,,1,,,,1
197,4,ORURO,41503,CARANGAS,,1,,,,1
198,4,ORURO,41601,HUAYLLAMARCA,1,3,,,,4
199,5,POTOSI,50101,POTOSI,25,4,3,2,,34
200,5,POTOSI,50102,TINGUIPAYA,1,15,,,,16
201,5,POTOSI,50103,YOCALLA,1,5,,,,6
202,5,POTOSI,50104,BELEN DE URMIRI,1,2,,,,3
203,5,POTOSI,50201,UNCIA,6,3,1,,,10
204,5,POTOSI,50202,CHAYANTA,3,10,,,,13
205,5,POTOSI,50203,LLALLAGUA,4,6,1,,,11
206,5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,,,,,,0
207,5,POTOSI,50301,BETANZOS,11,15,,,,26
208,5,POTOSI,50302,CHAQUI,2,5,,,,7
209,5,POTOSI,50303,TACOBAMBA,2,5,,,,7
210,5,POTOSI,50401,COLQUECHACA,4,14,,,,18
211,5,POTOSI,50402,RAVELO,1,10,,,,11
212,5,POTOSI,50403,POCOATA,2,13,,,,15
213,5,POTOSI,50404,OCURI,2,8,,,,10
214,5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,3,8,,,,11
215,5,POTOSI,50502,TORO TORO,3,5,,,,8
216,5,POTOSI,50601,COTAGAITA,12,24,,,,36
217,5,POTOSI,50602,VITICHI,3,8,,,,11
218,5,POTOSI,50701,SACACA,4,6,,,,10
219,5,POTOSI,50702,CARIPUYO,2,4,,,,6
220,5,POTOSI,50801,TUPIZA,17,22,1,,,40
221,5,POTOSI,50802,ATOCHA,6,5,1,,,12
222,5,POTOSI,50901,"COLCHA ""K""",3,11,,,,14
223,5,POTOSI,50902,SAN PEDRO DE QUEMES,,1,,,,1
224,5,POTOSI,51001,SAN PABLO DE LIPEZ,1,9,,,,10
225,5,POTOSI,51002,MOJINETE,1,2,,,,3
226,5,POTOSI,51003,SAN ANTONIO DE ESMORUCO,1,3,,,,4
227,5,POTOSI,51101,PUNA,10,25,,,,35
228,5,POTOSI,51102,"CAIZA ""D""",3,9,,,,12
229,5,POTOSI,51103,CKOCHAS,,,,,,0
230,5,POTOSI,51201,UYUNI,4,8,1,,,13
231,5,POTOSI,51202,TOMAVE,1,11,,,,12
232,5,POTOSI,51203,PORCO,2,1,,,,3
233,5,POTOSI,51301,ARAMPAMPA,1,3,,,,4
234,5,POTOSI,51302,ACACIO,1,5,,,,6
235,5,POTOSI,51401,LLICA,1,8,,,,9
236,5,POTOSI,51402,TAHUA,1,2,,,,3
237,5,POTOSI,51501,VILLAZON,8,9,1,,,18
238,5,POTOSI,51601,SAN AGUSTIN,1,2,,,,3
239,6,TARIJA,60101,TARIJA,27,8,4,2,,41
240,6,TARIJA,60201,PADCAYA,4,17,,,,21
241,6,TARIJA,60202,BERMEJO,9,1,3,,,13
242,6,TARIJA,60301,YACUIBA,9,4,4,,,17
243,6,TARIJA,60302,CARAPARI,3,9,,,,12
244,6,TARIJA,60303,VILLA MONTES,6,16,1,,,23
245,6,TARIJA,60401,URIONDO (A. CONCEPCION),3,5,,,,8
246,6,TARIJA,60402,YUNCHARA,1,6,,,,7
247,6,TARIJA,60501,SAN LORENZO(TJA),5,9,,,,14
248,6,TARIJA,60502,EL PUENTE(TJA),3,7,,,,10
249,6,TARIJA,60601,ENTRE RIOS  TRJ,6,18,,,,24
250,7,SANTA CRUZ,70101,SANTA CRUZ DE LA SIERRA,91,,37,4,4,136
251,7,SANTA CRUZ,70102,COTOCA,,7,1,,,8
252,7,SANTA CRUZ,70103,PORONGO,1,7,,,,8
253,7,SANTA CRUZ,70104,LA GUARDIA,1,7,1,,,9
254,7,SANTA CRUZ,70105,EL TORNO,,10,1,,1,12
255,7,SANTA CRUZ,70201,WARNES,8,5,1,,,14
256,7,SANTA CRUZ,70202,OKINAWA,2,1,1,,,4
257,7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,8,11,2,,,21
258,7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,1,2,,,,3
259,7,SANTA CRUZ,70303,SAN RAFAEL,1,1,,,,2
260,7,SANTA CRUZ,70401,BUENA VISTA,3,7,,,,10
261,7,SANTA CRUZ,70402,SAN CARLOS,3,2,1,,,6
262,7,SANTA CRUZ,70403,YAPACANI,1,9,1,,,11
263,7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,1,3,1,,,5
264,7,SANTA CRUZ,70501,SAN JOSE DE CHIQUITOS,4,4,1,,,9
265,7,SANTA CRUZ,70502,PAILON,1,4,,,,5
266,7,SANTA CRUZ,70503,ROBORE,4,1,2,,,7
267,7,SANTA CRUZ,70601,PORTACHUELO,1,2,2,,,5
268,7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,3,8,,,,11
269,7,SANTA CRUZ,70603,COLPA BELGICA,2,1,,,,3
270,7,SANTA CRUZ,70701,LAGUNILLAS,1,5,,,,6
271,7,SANTA CRUZ,70702,CHARAGUA,6,11,,,,17
272,7,SANTA CRUZ,70703,CABEZAS,4,4,,,,8
273,7,SANTA CRUZ,70704,CUEVO,2,3,,,,5
274,7,SANTA CRUZ,70705,GUTIERREZ,2,10,,,,12
275,7,SANTA CRUZ,70706,CAMIRI,6,5,3,,,14
276,7,SANTA CRUZ,70707,BOYUIBE,1,3,,,,4
277,7,SANTA CRUZ,70801,VALLEGRANDE,,6,2,,,8
278,7,SANTA CRUZ,70802,TRIGAL,2,2,,,,4
279,7,SANTA CRUZ,70803,MORO MORO,3,,,,,3
280,7,SANTA CRUZ,70804,POSTRER VALLE,2,1,,,,3
281,7,SANTA CRUZ,70805,PUCARA,2,1,,,,3
282,7,SANTA CRUZ,70901,SAMAIPATA,1,2,2,,,5
283,7,SANTA CRUZ,70902,PAMPA GRANDE,1,3,,,,4
284,7,SANTA CRUZ,70903,MAIRANA,,3,2,,,5
285,7,SANTA CRUZ,70904,QUIRUSILLAS,1,,,,,1
286,7,SANTA CRUZ,71001,MONTERO,9,2,2,,,13
287,7,SANTA CRUZ,71002,GENERAL SAAVEDRA,1,6,,,,7
288,7,SANTA CRUZ,71003,MINEROS,1,3,,,,4
289,7,SANTA CRUZ,71004,FERNANDEZ ALONSO,2,1,,,,3
290,7,SANTA CRUZ,71005,SAN PEDRO,3,6,,,,9
291,7,SANTA CRUZ,71101,CONCEPCION,,5,1,,,6
292,7,SANTA CRUZ,71102,SAN JAVIER(STC),1,,,,,1
293,7,SANTA CRUZ,71103,SAN RAMON SCZ,1,,,,,1
294,7,SANTA CRUZ,71104,SAN JULIAN,8,16,1,,,25
295,7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERIO,1,3,,,,4
296,7,SANTA CRUZ,71106,CUATRO CAÑADAS,4,4,,,,8
297,7,SANTA CRUZ,71201,SAN MATIAS,2,4,1,,,7
298,7,SANTA CRUZ,71301,COMARAPA,1,4,2,,,7
299,7,SANTA CRUZ,71302,SAIPINA,1,1,,,,2
300,7,SANTA CRUZ,71401,PUERTO SUAREZ,6,2,1,,,9
301,7,SANTA CRUZ,71402,PUERTO QUIJARRO,8,,,,,8
302,7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,1,3,,,,4
303,7,SANTA CRUZ,71501,ASCENCION DE GUARAYOS,,6,1,,,7
304,7,SANTA CRUZ,71502,URUBICHA,2,3,,,,5
305,7,SANTA CRUZ,71503,EL PUENTE(STC),1,4,,,,5
306,8,BENI,80101,TRINIDAD,21,1,3,1,,26
307,8,BENI,80102,SAN JAVIER(BNI),1,3,,,,4
308,8,BENI,80201,RIBERALTA,11,13,2,,,26
309,8,BENI,80202,GUAYARAMERIN,11,5,2,,,18
310,8,BENI,80301,REYES,2,5,,,,7
311,8,BENI,80302,SAN BORJA,4,5,1,,,10
312,8,BENI,80303,SANTA ROSA,3,1,,,,4
313,8,BENI,80304,RURRENABAQUE,2,3,1,,,6
314,8,BENI,80401,SANTA ANA,2,1,1,,,4
315,8,BENI,80402,EXALTACION,1,3,,,,4
316,8,BENI,80501,SAN IGNACIO,8,17,,,,25
317,8,BENI,80601,LORETO,1,5,,,,6
318,8,BENI,80602,SAN ANDRES,2,6,,,,8
319,8,BENI,80701,SAN JOAQUIN,2,1,,,,3
320,8,BENI,80702,SAN RAMON BENI,2,,,,,2
321,8,BENI,80703,PUERTO SILES,1,1,,,,2
322,8,BENI,80801,MAGDALENA,2,7,1,,,10
323,8,BENI,80802,BAURES,2,3,,,,5
324,8,BENI,80803,HUARACAJE,1,1,,,,2
325,9,PANDO,90101,COBIJA,11,4,2,,,17
326,9,PANDO,90102,PORVENIR,2,2,,,,4
327,9,PANDO,90103,BOLPEBRA,,4,,,,4
328,9,PANDO,90104,BELLA FLOR,1,4,,,,5
329,9,PANDO,90201,PUERTO RICO,3,1,,,,4
330,9,PANDO,90202,SAN PEDRO(PND),,3,,,,3
331,9,PANDO,90203,FILADELFIA,3,2,,,,5
332,9,PANDO,90301,PUERTO GONZALO MORENO,1,5,,,,6
333,9,PANDO,90302,SAN LORENZO(PND),1,4,,,,5
334,9,PANDO,90303,SENA,1,2,,,,3
335,9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),1,1,,,,2
336,9,PANDO,90402,INGAVI (HUMAITA),,1,,,,1
337,9,PANDO,90501,NUEVO MANOA (NUEVA ESPERANZA),1,1,,,,2
338,9,PANDO,90502,VILLA NUEVA (LOMA ALTA),,6,,,,6
339,9,PANDO,90503,EUREKA (SANTOS MERCADO),,1,,,,1
