                              ESTABLECIMIENTOS DE SALUD DE 1ER NIVEL COCHABAMBA,,,
,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN
COCHABAMBA,AIQUILE,ELVIRA,Sobre la Carretera hacia Elvira lado sud
,,,Localidad Estanzuelas lado derecho de la iglesia junto a la
COCHABAMBA,AIQUILE,ESTANZUELAS,escuela Estanzuelas
COCHABAMBA,AIQUILE,LAGARPAMPA,Localidad lagarpampa lado oeste de la plaza
COCHABAMBA,AIQUILE,MATARAL (CBB),Comunidad Mataral
COCHABAMBA,AIQUILE,QUIROGA,carretera a su Sucre
,,,Calle Padre Ceferino Guzzo Buffa lado norte frente a la
COCHABAMBA,AIQUILE,VILLA GRANADO,iglesia
COCHABAMBA,ALALAY,ALALAY (MIZQUE),alalay
COCHABAMBA,ALALAY,AYAPAMPA,Comunidad de Ayapampa
COCHABAMBA,ALALAY,GUAMAN HUACHANA,guaman huachana municipio de alalay
COCHABAMBA,ALALAY,QUTURI,quturi
COCHABAMBA,ALALAY,SIVINGANI CHICO,sivingani chico municipio de alalay
COCHABAMBA,ALALAY,YANAGAGA,YANAGAGA
COCHABAMBA,ANZALDO,ANZALDO,ANZALDO
COCHABAMBA,ANZALDO,CRUZ KÂ´ASA,ANZALDO
COCHABAMBA,ANZALDO,JATUN CIENEGA (ALFA MAYU),ANZALDO
COCHABAMBA,ANZALDO,KALALLUSTA,ANZALDO
COCHABAMBA,ANZALDO,LA VIÑA,ANZALDO
COCHABAMBA,ANZALDO,MOLLINI,ANZALDO
COCHABAMBA,ANZALDO,PAJCHAPATA LUX,ANZALDO
COCHABAMBA,ANZALDO,PUCARA (CBB),ANZALDO
,,,
COCHABAMBA,ANZALDO,SAN ISIDRO - ANZALDO (CBBA),San Isidro
COCHABAMBA,ANZALDO,SAN JOSE (CBB-ANZALDO),ANZALDO
COCHABAMBA,ARANI,ARANI,Av. 11 de Octubre s/n
COCHABAMBA,ARANI,COLLPACIACO,CAMINO ARANI-COLLPACIACO KM 7
COCHABAMBA,ARANI,LAGUNITAS,LAGUNITAS
COCHABAMBA,ARANI,POCOATA,CAMINO ARANI-POCOATA
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN
COCHABAMBA,ARANI,SAGA-SAGA,CAMINO ARANI-SAGA-SAGA KM. 26
COCHABAMBA,ARANI,SERRANO,SERRANO
COCHABAMBA,ARBIETO,20 DE OCTUBRE,20 de Octubre
COCHABAMBA,ARBIETO,ARANJUEZ,plaza principal de aranjuez
COCHABAMBA,ARBIETO,ARBIETO,"Arbieto, calle Estaban Arze"
COCHABAMBA,ARBIETO,COPAPUGIO,carretera  Tarata Cochabamba
COCHABAMBA,ARBIETO,KALUYO,kaluyo
COCHABAMBA,ARBIETO,LA LOMA (CBB),LA LOMA CBBA
COCHABAMBA,ARBIETO,LLAVE MAYU,km10 camino antiguo a santa cruz
COCHABAMBA,ARBIETO,MAMANACA,carretera a tarata
COCHABAMBA,ARBIETO,TIATACU,plaza 6 de agosto c/calle santa cruz
COCHABAMBA,ARQUE,ARQUE,PLAZA 6 DE AGOSTO
COCHABAMBA,ARQUE,COLCHA,COLCHA
COCHABAMBA,ARQUE,HUAYCHA,HUAYCHA
COCHABAMBA,ARQUE,KOLLPA KASA,kollpa kasa
COCHABAMBA,ARQUE,KUTIMARCA,kutimarca
COCHABAMBA,ARQUE,OVEJERIA,OVEJERIA
COCHABAMBA,ARQUE,PONGO 2003,PONGO KASA
COCHABAMBA,ARQUE,QUEÑUATA,(en blanco)
COCHABAMBA,ARQUE,TUJSUMA,PLAZA PRINCIPAL TUJSUMA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),ARAMANI,A LADO DEL EX POSTA SANITARIA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),CALCHANI,lado de la iglesia de calchani
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),CANTUMARCA,CANTUMARCA-A LADO DE LA ESCULA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),CHAMACOMA,LADO DEL MERCADO DE CHAMACOMA
,AYOPAYA (V. DE,,LADO DEL INTERNADO SAN JOSE OBRERO DE
COCHABAMBA,INDEPENDENCIA),CHARAHUAYTO,CHARAHUAYTO
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),CHARAPAYA,DETRAS DE LA UNIDAD EDUCATIVA DE CHARAPAYA
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN
,AYOPAYA (V. DE,,COMUNIDAD CHUCHUWANI A 3 CUADRAS DE LA UNIDAD
COCHABAMBA,INDEPENDENCIA),CHUCHUWANI,EDUCATIVA JULIAN APAZA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),COTANI (CBB),FRENTE DE LA ESCUELA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),HUANCARANI (CBB),Lado derecho de la cancha de futbol
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),KERAYA,KERAYA-LADO DE LA ESCUELA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),KUTY,"frente del mercado, delante del internado"
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),MACHACA,MACHACA- AL FRENTE DE LA CANCHA DE FUTBOL DE TIERRA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),PATIÑO,Lado de la Mina Patiño
,AYOPAYA (V. DE,SAN JUAN DE DIOS,
COCHABAMBA,INDEPENDENCIA),(INDEPENDENCIA),Calle Sucre
,AYOPAYA (V. DE,,SANIPAYA AL FRENTE DE LA UNIDAD EDUCATIVA ELIZARDO
COCHABAMBA,INDEPENDENCIA),SANIPAYA,PEREZ
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),SAYLAPATA,LADO DE LA ESCUELA DE SAYLAPATA
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),SISIPALERMO,FRENTE A LA UNIDAD EDUCATIVA PALERMO
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),TIQUIRPAYA INDEPENDENCIA,A LADO DE LA CANCHA DE FUTFOL A LA NORTE
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),VILACOTA,al lado de la Unidad Educativa de Vilacota
,AYOPAYA (V. DE,,
COCHABAMBA,INDEPENDENCIA),VILLA HERMOSA,DETRAS DEL COLEGIO DE VILLA HERMOSA
COCHABAMBA,BOLIVAR,BOLIVAR,Bolivar
COCHABAMBA,BOLIVAR,CARPANI,carpani
COCHABAMBA,BOLIVAR,COMUNA(2002),comuna
COCHABAMBA,BOLIVAR,TANGALEQUE,TANGALEQUE
COCHABAMBA,BOLIVAR,VILAPAMPA,vilapampa - Bolivar
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN
COCHABAMBA,CAPINOTA,APILLAPAMPA,calle Santiago lado sub alcaldia
COCHABAMBA,CAPINOTA,CHARAMOCO,calle del Cementerio entre carretera central
COCHABAMBA,CAPINOTA,HORNOMA,Calle Arampampa frente unidad educativa Hornoma
COCHABAMBA,CAPINOTA,IRPA IRPA,CALLE CEMENTERIO - BARRIO YURUNI II
,,MOLLINI - ANZALDO,
COCHABAMBA,CAPINOTA,COCHABAMBA,zona central Mollini
,,,rio chapare-municipio chimore-provincia carrasco-canton
COCHABAMBA,CHIMORE,EL CARMEN (CBB),picuna
COCHABAMBA,CHIMORE,ESTANO PALMITO,ESTAÑO PALMITO
,,,"Frente a la iglesia evangelica Lado cancha de futbol, La"
COCHABAMBA,CHIMORE,LA MISION,mision
COCHABAMBA,CHIMORE,NUEVA CANAAN,senda B Nueva Canaan- municipio chimore
COCHABAMBA,CHIMORE,P.S TRINIDADCITO,TRINIDADCITO
COCHABAMBA,CHIMORE,PUERTO AURORA,"calle innominada, lado del colegio puerto aurora"
COCHABAMBA,CHIMORE,SAN ANDRES (CBB),Poblacion de San Andres
,,,Av. Los pinos entre Av. abecedario-Municipio de Chimore-
COCHABAMBA,CHIMORE,SAN JUAN DE DIOS CHIMORE,Cochabamba
,,,
,,,Provincia Carrasco - Municipio Chimore - TCO Yuracare Zona
COCHABAMBA,CHIMORE,SANTA ANITA,Baja - Comunidad de Santa Anita - lado U.E. Santa Anita
COCHABAMBA,CHIMORE,SANTA ISABEL (CBB),Comunidad Santa Isabel - Rio Ichilo
COCHABAMBA,CHIMORE,TACUARAL ENTRE RIOS,Comunidad Entre Rios Tacuaral-Chimore
COCHABAMBA,CLIZA,AYOMA,ayoma
COCHABAMBA,CLIZA,HUASA CALLE,HUASA CALLE
COCHABAMBA,CLIZA,UCURENA,Ucureña Central
